age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
41,blue-collar,married,secondary,no,1449,yes,no,cellular,19,nov,1,-1,0,unknown,no
59,management,married,primary,no,2769,yes,no,cellular,19,nov,1,131,2,failure,no
33,admin.,married,unknown,no,2780,no,no,cellular,19,nov,1,-1,0,unknown,yes
36,unemployed,single,tertiary,no,536,no,no,cellular,19,nov,1,-1,0,unknown,no
40,admin.,married,secondary,no,67,no,yes,cellular,19,nov,2,152,5,failure,no
44,management,single,tertiary,no,709,yes,no,cellular,19,nov,1,-1,0,unknown,no
58,retired,divorced,primary,no,2538,yes,no,cellular,19,nov,2,111,6,failure,yes
44,unemployed,married,secondary,no,1543,no,no,cellular,19,nov,2,-1,0,unknown,no
37,management,single,tertiary,no,6964,no,no,cellular,19,nov,3,-1,0,unknown,no
39,management,divorced,tertiary,no,4692,yes,no,telephone,19,nov,2,174,2,success,no
31,services,married,secondary,no,1020,yes,no,cellular,19,nov,6,-1,0,unknown,no
30,technician,single,secondary,no,1416,no,no,telephone,19,nov,2,-1,0,unknown,no
49,unemployed,married,secondary,no,8399,no,no,cellular,19,nov,2,-1,0,unknown,no
44,management,married,tertiary,no,-367,yes,yes,cellular,19,nov,5,-1,0,unknown,no
33,admin.,married,secondary,no,353,yes,no,cellular,19,nov,2,-1,0,unknown,no
54,admin.,divorced,secondary,no,459,no,yes,telephone,20,nov,3,-1,0,unknown,no
55,entrepreneur,married,tertiary,no,625,no,no,telephone,20,nov,2,147,4,failure,no
31,management,married,tertiary,no,1224,yes,yes,cellular,20,nov,2,119,2,success,no
41,technician,married,secondary,no,7870,yes,no,cellular,20,nov,2,-1,0,unknown,no
31,blue-collar,married,primary,no,347,no,no,telephone,20,nov,1,-1,0,unknown,no
41,unemployed,single,tertiary,no,4517,yes,no,cellular,20,nov,1,-1,0,unknown,no
35,management,married,primary,no,3369,no,no,cellular,20,nov,1,-1,0,unknown,no
49,blue-collar,married,primary,no,4455,yes,no,cellular,20,nov,1,-1,0,unknown,no
41,blue-collar,married,primary,no,2562,yes,no,cellular,20,nov,1,189,4,failure,no
41,management,single,tertiary,no,195,no,no,cellular,20,nov,1,167,2,failure,no
34,technician,single,tertiary,no,9851,yes,no,cellular,20,nov,5,-1,0,unknown,no
31,unemployed,married,tertiary,no,3640,no,no,cellular,20,nov,1,-1,0,unknown,no
36,services,married,secondary,no,11462,yes,no,cellular,20,nov,1,-1,0,unknown,yes
35,blue-collar,single,secondary,no,142,yes,no,cellular,20,nov,1,-1,0,unknown,no
54,management,married,tertiary,no,2960,yes,no,cellular,20,nov,1,-1,0,unknown,no
35,admin.,married,tertiary,no,12634,no,no,cellular,20,nov,1,-1,0,unknown,no
33,blue-collar,married,primary,no,1416,yes,no,cellular,20,nov,1,-1,0,unknown,no
31,technician,married,secondary,no,503,no,no,cellular,20,nov,1,-1,0,unknown,no
38,blue-collar,married,primary,no,433,no,no,cellular,20,nov,2,136,3,failure,no
52,blue-collar,divorced,primary,no,0,no,no,cellular,20,nov,1,-1,0,unknown,no
37,management,married,tertiary,no,7100,no,no,cellular,20,nov,2,-1,0,unknown,no
31,blue-collar,single,tertiary,no,328,yes,no,cellular,20,nov,1,-1,0,unknown,no
59,blue-collar,divorced,secondary,no,4190,yes,no,cellular,20,nov,1,-1,0,unknown,no
31,housemaid,married,secondary,no,592,no,yes,cellular,20,nov,1,-1,0,unknown,no
53,self-employed,divorced,secondary,no,8112,yes,yes,cellular,20,nov,1,-1,0,unknown,no
34,self-employed,married,tertiary,no,1545,yes,no,cellular,20,nov,1,183,2,failure,no
46,admin.,married,secondary,no,2869,yes,no,cellular,20,nov,2,-1,0,unknown,no
34,technician,single,tertiary,no,2283,no,no,cellular,20,nov,1,-1,0,unknown,no
49,management,single,tertiary,no,4465,yes,no,cellular,20,nov,2,-1,0,unknown,no
51,entrepreneur,married,tertiary,no,6659,yes,yes,cellular,20,nov,2,189,1,failure,no
41,management,married,tertiary,no,60,yes,no,cellular,20,nov,2,-1,0,unknown,no
59,retired,married,secondary,no,644,no,no,telephone,20,nov,2,-1,0,unknown,no
32,admin.,married,secondary,no,901,yes,no,cellular,20,nov,1,-1,0,unknown,no
31,admin.,married,secondary,no,782,yes,no,cellular,20,nov,1,-1,0,unknown,no
39,management,divorced,tertiary,no,155,yes,no,cellular,20,nov,6,153,26,failure,no
35,services,single,secondary,no,2467,no,no,cellular,20,nov,5,-1,0,unknown,no
34,management,single,tertiary,no,11350,yes,no,cellular,20,nov,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,2428,yes,no,cellular,20,nov,6,177,16,other,no
43,self-employed,married,primary,no,5039,no,no,cellular,20,nov,1,-1,0,unknown,no
37,blue-collar,divorced,secondary,no,33,yes,no,cellular,20,nov,2,167,1,failure,no
34,technician,divorced,secondary,no,558,no,no,cellular,20,nov,2,-1,0,unknown,no
30,management,married,secondary,no,3817,yes,no,cellular,20,nov,5,-1,0,unknown,no
30,management,single,tertiary,no,1372,no,no,cellular,20,nov,2,-1,0,unknown,no
34,management,single,secondary,no,1995,yes,no,cellular,20,nov,2,-1,0,unknown,no
32,blue-collar,single,secondary,no,6982,yes,no,cellular,20,nov,2,183,1,failure,no
34,management,married,tertiary,no,16649,yes,no,cellular,20,nov,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,655,no,no,cellular,20,nov,6,-1,0,unknown,no
35,services,married,secondary,no,142,yes,no,cellular,20,nov,2,196,4,failure,no
39,technician,single,secondary,no,18508,no,no,cellular,20,nov,4,-1,0,unknown,yes
46,blue-collar,married,primary,no,6150,yes,no,cellular,20,nov,2,-1,0,unknown,no
46,management,married,tertiary,yes,-1001,yes,no,cellular,21,nov,3,-1,0,unknown,no
45,services,married,secondary,no,507,no,yes,cellular,21,nov,2,-1,0,unknown,no
52,management,married,tertiary,no,4173,no,yes,cellular,21,nov,2,-1,0,unknown,no
36,technician,married,tertiary,no,62,no,no,cellular,21,nov,2,121,2,failure,no
30,entrepreneur,single,primary,no,2816,yes,no,cellular,21,nov,1,-1,0,unknown,no
39,admin.,single,secondary,no,2263,yes,yes,telephone,21,nov,9,-1,0,unknown,yes
43,unemployed,divorced,secondary,no,4094,yes,no,cellular,21,nov,1,-1,0,unknown,no
46,self-employed,married,unknown,no,-257,no,no,cellular,21,nov,1,189,2,failure,no
31,blue-collar,single,secondary,no,23,no,no,cellular,21,nov,1,-1,0,unknown,no
57,management,married,tertiary,no,0,yes,no,cellular,21,nov,1,-1,0,unknown,no
32,management,single,tertiary,no,3050,yes,no,cellular,21,nov,1,182,1,failure,no
49,unemployed,married,secondary,no,13818,no,no,cellular,21,nov,1,113,2,failure,no
52,management,married,tertiary,no,6873,yes,no,cellular,21,nov,2,-1,0,unknown,no
46,services,married,secondary,no,2948,no,no,cellular,21,nov,1,-1,0,unknown,yes
43,admin.,married,secondary,no,817,yes,yes,cellular,21,nov,1,-1,0,unknown,no
46,self-employed,married,primary,no,2747,no,no,cellular,21,nov,2,-1,0,unknown,no
53,blue-collar,married,secondary,no,1027,no,no,cellular,21,nov,1,121,1,failure,no
35,technician,divorced,secondary,no,0,yes,no,cellular,21,nov,1,-1,0,unknown,no
36,entrepreneur,married,secondary,yes,1,yes,no,cellular,21,nov,1,-1,0,unknown,no
54,unemployed,single,primary,no,199,yes,no,cellular,21,nov,1,-1,0,unknown,no
44,management,divorced,tertiary,no,2058,no,yes,cellular,21,nov,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,2066,yes,yes,cellular,21,nov,7,113,5,failure,no
41,services,married,secondary,no,1445,no,no,cellular,21,nov,3,-1,0,unknown,no
39,services,married,primary,no,1601,yes,no,cellular,21,nov,2,182,2,failure,no
36,management,married,unknown,no,1597,yes,no,cellular,21,nov,1,-1,0,unknown,no
30,admin.,single,secondary,no,154,yes,no,cellular,21,nov,2,-1,0,unknown,no
48,blue-collar,married,primary,no,3837,no,yes,cellular,21,nov,1,-1,0,unknown,no
30,self-employed,married,primary,no,674,yes,no,cellular,21,nov,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,6900,no,no,cellular,21,nov,1,-1,0,unknown,no
55,blue-collar,divorced,primary,no,2227,yes,no,telephone,21,nov,3,172,3,failure,no
36,management,single,tertiary,no,7,no,no,unknown,21,nov,1,-1,0,unknown,no
34,unemployed,married,secondary,no,6438,yes,no,cellular,21,nov,7,-1,0,unknown,no
43,technician,married,primary,no,201,no,no,cellular,21,nov,2,-1,0,unknown,no
45,services,divorced,secondary,no,0,yes,yes,cellular,21,nov,1,192,1,failure,no
31,management,single,tertiary,no,3283,no,no,cellular,21,nov,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,1394,yes,no,cellular,21,nov,1,-1,0,unknown,no
34,entrepreneur,single,secondary,no,318,yes,no,cellular,21,nov,2,-1,0,unknown,no
32,management,single,secondary,no,1615,yes,no,cellular,21,nov,3,-1,0,unknown,no
30,services,married,secondary,no,0,yes,no,cellular,21,nov,4,-1,0,unknown,yes
46,self-employed,divorced,tertiary,no,8017,yes,yes,cellular,21,nov,2,-1,0,unknown,no
50,blue-collar,married,tertiary,no,5423,yes,no,cellular,21,nov,3,-1,0,unknown,no
49,management,married,tertiary,no,2147,no,no,cellular,21,nov,2,-1,0,unknown,no
35,management,divorced,tertiary,no,538,yes,no,cellular,21,nov,2,193,4,failure,no
41,services,single,primary,no,5907,yes,no,cellular,21,nov,5,-1,0,unknown,no
35,self-employed,single,secondary,no,1732,no,no,telephone,21,nov,3,-1,0,unknown,no
54,management,married,primary,no,5787,no,no,telephone,21,nov,2,-1,0,unknown,no
34,blue-collar,married,primary,no,2720,yes,no,cellular,21,nov,2,179,3,failure,no
32,technician,single,tertiary,no,785,yes,no,cellular,21,nov,2,-1,0,unknown,no
54,self-employed,divorced,secondary,no,1016,yes,no,cellular,21,nov,3,-1,0,unknown,no
34,services,married,tertiary,no,1442,no,no,cellular,11,dec,1,-1,0,unknown,no
28,admin.,single,secondary,no,6100,no,no,unknown,27,dec,1,-1,0,unknown,no
42,services,married,secondary,no,774,no,no,cellular,28,jan,1,-1,0,unknown,yes
27,technician,single,tertiary,no,3064,no,yes,cellular,28,jan,1,-1,0,unknown,no
26,self-employed,single,tertiary,no,25,no,no,cellular,28,jan,1,-1,0,unknown,no
54,unemployed,divorced,secondary,no,550,no,no,cellular,28,jan,1,-1,0,unknown,no
57,management,married,secondary,no,0,no,no,cellular,28,jan,1,-1,0,unknown,no
41,blue-collar,married,primary,no,620,no,no,cellular,28,jan,1,-1,0,unknown,no
58,unemployed,married,secondary,no,149,yes,no,cellular,28,jan,1,-1,0,unknown,no
45,services,married,secondary,no,-32,no,no,cellular,28,jan,2,-1,0,unknown,no
59,admin.,married,secondary,no,1455,yes,no,cellular,28,jan,2,191,1,failure,no
36,admin.,single,secondary,no,0,no,no,cellular,28,jan,1,-1,0,unknown,no
39,blue-collar,married,primary,no,264,yes,yes,cellular,28,jan,1,-1,0,unknown,no
58,unemployed,married,tertiary,no,744,no,no,telephone,28,jan,1,-1,0,unknown,no
30,services,single,secondary,no,117,no,no,cellular,28,jan,1,-1,0,unknown,no
52,retired,married,secondary,no,414,no,no,cellular,28,jan,3,-1,0,unknown,no
56,technician,single,tertiary,no,-528,no,no,cellular,28,jan,2,184,2,failure,no
47,management,married,unknown,no,1128,no,no,cellular,28,jan,2,-1,0,unknown,no
32,management,single,tertiary,no,1218,yes,no,telephone,28,jan,2,-1,0,unknown,no
54,blue-collar,married,unknown,no,310,yes,no,telephone,28,jan,4,258,3,other,no
55,technician,married,secondary,no,955,yes,no,cellular,29,jan,1,-1,0,unknown,no
33,admin.,single,secondary,no,13,yes,no,cellular,29,jan,1,247,2,failure,no
46,blue-collar,married,secondary,no,521,yes,no,cellular,29,jan,1,226,3,failure,no
47,blue-collar,married,secondary,no,676,yes,no,cellular,29,jan,1,184,4,other,no
53,retired,married,tertiary,no,1770,no,no,cellular,29,jan,1,-1,0,unknown,no
32,management,single,tertiary,yes,4,no,no,cellular,29,jan,1,-1,0,unknown,no
36,management,single,tertiary,no,-155,yes,no,cellular,29,jan,1,-1,0,unknown,no
26,management,married,tertiary,no,3360,yes,no,cellular,29,jan,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,160,yes,no,telephone,29,jan,1,265,1,failure,no
41,management,single,tertiary,no,537,yes,no,cellular,29,jan,2,-1,0,unknown,no
33,management,single,tertiary,no,-144,no,no,cellular,29,jan,1,-1,0,unknown,no
32,admin.,married,secondary,no,342,no,no,cellular,29,jan,1,-1,0,unknown,no
36,technician,married,secondary,no,659,yes,no,cellular,29,jan,2,-1,0,unknown,no
29,entrepreneur,single,tertiary,no,430,no,yes,cellular,29,jan,2,-1,0,unknown,no
52,blue-collar,married,secondary,no,408,no,no,cellular,29,jan,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,-211,yes,no,cellular,29,jan,2,184,5,failure,no
26,technician,single,tertiary,no,43,yes,yes,cellular,29,jan,3,246,1,failure,no
30,services,married,unknown,no,840,no,no,cellular,29,jan,2,-1,0,unknown,no
30,technician,single,secondary,no,0,no,no,cellular,29,jan,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,220,yes,no,cellular,29,jan,2,-1,0,unknown,no
33,services,married,secondary,no,554,yes,no,cellular,29,jan,2,258,1,other,no
28,services,single,secondary,no,298,no,no,cellular,29,jan,2,-1,0,unknown,no
56,housemaid,married,primary,no,2666,yes,yes,cellular,29,jan,2,-1,0,unknown,no
27,services,married,secondary,no,1304,no,no,cellular,30,jan,1,-1,0,unknown,no
28,admin.,married,secondary,no,-247,yes,yes,cellular,30,jan,1,240,2,failure,no
26,housemaid,married,tertiary,no,543,no,no,cellular,30,jan,3,-1,0,unknown,no
49,management,married,tertiary,no,342,no,no,cellular,30,jan,2,228,1,failure,no
35,technician,single,tertiary,no,364,no,yes,cellular,30,jan,3,205,3,failure,no
36,technician,single,secondary,no,98,no,no,cellular,30,jan,1,-1,0,unknown,yes
42,retired,single,tertiary,no,308,no,no,cellular,30,jan,2,-1,0,unknown,no
32,services,single,secondary,no,717,no,no,cellular,30,jan,2,-1,0,unknown,no
56,management,married,tertiary,no,4,yes,yes,cellular,30,jan,1,2,5,other,no
45,management,married,tertiary,no,2363,no,no,cellular,30,jan,1,2,1,other,no
57,retired,married,primary,no,4908,no,no,cellular,30,jan,1,-1,0,unknown,no
54,technician,married,unknown,no,0,no,no,cellular,30,jan,1,-1,0,unknown,no
53,admin.,married,secondary,no,-375,yes,no,cellular,30,jan,1,252,1,failure,no
49,management,single,tertiary,no,163,yes,no,cellular,30,jan,2,269,3,failure,no
43,management,married,tertiary,no,228,yes,no,cellular,2,feb,1,-1,0,unknown,no
57,management,married,tertiary,no,8141,no,no,cellular,2,feb,1,-1,0,unknown,no
45,technician,divorced,secondary,no,441,yes,no,cellular,2,feb,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,1288,yes,no,telephone,2,feb,1,-1,0,unknown,no
45,admin.,married,secondary,no,1097,yes,yes,cellular,2,feb,1,208,1,failure,no
53,services,married,secondary,no,1563,yes,no,cellular,2,feb,2,5,1,other,no
39,technician,single,secondary,no,614,yes,no,cellular,2,feb,1,258,1,failure,no
36,technician,single,secondary,no,210,no,no,cellular,2,feb,1,-1,0,unknown,no
33,technician,single,secondary,no,1327,yes,no,cellular,2,feb,7,-1,0,unknown,no
30,admin.,single,tertiary,no,267,no,no,cellular,2,feb,1,-1,0,unknown,no
29,admin.,single,secondary,no,196,no,no,telephone,2,feb,1,-1,0,unknown,no
34,management,married,tertiary,no,490,yes,no,cellular,2,feb,1,-1,0,unknown,no
55,self-employed,divorced,secondary,no,1530,no,no,cellular,2,feb,1,216,1,other,no
38,entrepreneur,married,tertiary,no,136,yes,yes,cellular,2,feb,2,-1,0,unknown,no
32,management,married,tertiary,no,55,no,no,cellular,2,feb,3,-1,0,unknown,no
36,unemployed,married,secondary,no,608,yes,no,cellular,2,feb,1,263,3,other,no
38,admin.,divorced,secondary,no,485,yes,no,cellular,2,feb,1,-1,0,unknown,no
31,services,divorced,secondary,no,139,no,no,cellular,2,feb,1,-1,0,unknown,no
53,technician,married,secondary,no,4930,no,yes,cellular,2,feb,2,-1,0,unknown,no
33,blue-collar,single,secondary,no,123,no,no,cellular,2,feb,2,-1,0,unknown,no
30,admin.,single,secondary,no,3156,no,no,cellular,2,feb,1,-1,0,unknown,no
46,technician,married,unknown,no,304,no,no,cellular,2,feb,2,-1,0,unknown,no
28,management,single,tertiary,no,233,no,no,telephone,2,feb,2,-1,0,unknown,no
47,technician,married,secondary,no,1167,yes,no,cellular,2,feb,3,73,2,success,no
32,management,single,tertiary,no,739,yes,no,cellular,2,feb,2,-1,0,unknown,no
40,blue-collar,married,secondary,yes,231,yes,no,cellular,2,feb,3,-1,0,unknown,no
36,admin.,married,secondary,no,606,yes,no,cellular,2,feb,2,-1,0,unknown,no
58,retired,divorced,secondary,no,8266,yes,no,cellular,2,feb,2,271,1,failure,no
55,admin.,single,secondary,yes,986,no,yes,cellular,2,feb,3,-1,0,unknown,no
35,management,married,tertiary,no,194,no,no,cellular,2,feb,2,-1,0,unknown,no
37,blue-collar,married,primary,no,643,yes,yes,cellular,2,feb,3,269,3,other,no
35,technician,married,tertiary,no,633,yes,yes,cellular,2,feb,3,5,3,other,no
36,blue-collar,married,secondary,no,414,no,no,cellular,3,feb,3,-1,0,unknown,no
53,blue-collar,married,secondary,no,6112,no,no,cellular,3,feb,1,-1,0,unknown,yes
47,entrepreneur,married,tertiary,no,8118,no,no,cellular,3,feb,3,-1,0,unknown,no
35,unemployed,single,primary,no,483,no,no,cellular,3,feb,1,-1,0,unknown,no
31,blue-collar,married,primary,no,124,yes,no,cellular,3,feb,1,264,4,failure,no
49,admin.,married,secondary,no,1403,no,no,cellular,3,feb,2,180,2,failure,no
34,management,single,tertiary,no,1190,no,no,cellular,3,feb,7,-1,0,unknown,no
48,unemployed,married,secondary,no,11371,yes,no,cellular,3,feb,3,-1,0,unknown,no
32,technician,single,secondary,no,13565,no,no,cellular,3,feb,2,-1,0,unknown,no
46,technician,divorced,secondary,no,1547,yes,no,cellular,3,feb,4,-1,0,unknown,no
55,blue-collar,married,primary,no,781,yes,no,cellular,3,feb,3,270,2,failure,no
58,entrepreneur,single,tertiary,yes,6162,no,yes,telephone,3,feb,1,-1,0,unknown,no
58,admin.,married,secondary,no,1142,no,no,telephone,4,feb,3,-1,0,unknown,no
52,blue-collar,married,primary,no,768,no,no,cellular,4,feb,3,-1,0,unknown,no
37,blue-collar,divorced,secondary,no,0,yes,yes,cellular,4,feb,1,-1,0,unknown,no
30,unemployed,married,tertiary,no,1067,no,no,cellular,4,feb,2,-1,0,unknown,no
53,technician,married,secondary,no,757,no,no,cellular,4,feb,5,-1,0,unknown,no
33,technician,married,secondary,no,0,yes,no,cellular,4,feb,1,274,2,failure,no
39,technician,single,secondary,no,935,no,no,cellular,4,feb,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,320,yes,yes,cellular,4,feb,1,-1,0,unknown,no
53,management,married,tertiary,no,20772,no,no,cellular,4,feb,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,783,yes,no,cellular,4,feb,1,-1,0,unknown,no
54,retired,divorced,secondary,yes,-200,no,yes,cellular,4,feb,1,243,1,failure,no
51,blue-collar,married,primary,no,362,yes,no,cellular,4,feb,4,272,2,failure,no
38,self-employed,single,tertiary,no,973,no,no,cellular,4,feb,1,-1,0,unknown,no
34,entrepreneur,married,unknown,no,98,no,yes,cellular,4,feb,1,-1,0,unknown,no
37,admin.,single,primary,no,91,yes,no,cellular,4,feb,2,273,2,failure,no
52,technician,married,secondary,no,463,yes,no,cellular,4,feb,6,267,5,failure,no
32,services,married,primary,no,218,yes,no,cellular,4,feb,3,-1,0,unknown,no
46,blue-collar,married,primary,no,580,yes,no,telephone,4,feb,2,-1,0,unknown,no
56,unemployed,single,primary,no,1110,no,no,cellular,4,feb,2,-1,0,unknown,yes
53,management,divorced,secondary,no,1355,no,yes,cellular,4,feb,2,196,8,other,no
45,retired,married,secondary,no,900,yes,no,cellular,5,feb,4,266,4,other,no
37,management,single,tertiary,no,156,no,no,cellular,5,feb,10,-1,0,unknown,no
33,unemployed,single,secondary,no,682,no,no,cellular,5,feb,1,-1,0,unknown,no
28,services,married,secondary,no,462,yes,yes,cellular,5,feb,1,-1,0,unknown,no
47,blue-collar,divorced,primary,no,1927,yes,no,cellular,5,feb,4,275,3,failure,no
42,services,married,secondary,no,-91,yes,yes,cellular,5,feb,1,-1,0,unknown,no
34,management,divorced,tertiary,no,0,no,no,cellular,5,feb,4,175,3,failure,no
38,technician,divorced,tertiary,no,915,yes,no,cellular,5,feb,7,266,4,other,no
57,technician,married,unknown,no,587,no,no,telephone,5,feb,3,-1,0,unknown,no
39,technician,single,secondary,no,0,yes,yes,cellular,5,feb,4,-1,0,unknown,no
38,admin.,divorced,secondary,no,19,yes,no,cellular,5,feb,3,251,2,success,yes
28,unemployed,single,tertiary,no,0,no,no,cellular,6,feb,9,-1,0,unknown,no
27,technician,single,secondary,no,0,no,no,cellular,6,feb,1,-1,0,unknown,no
58,services,married,primary,no,443,no,no,telephone,6,feb,2,204,1,failure,no
27,student,single,tertiary,no,524,no,no,cellular,6,feb,2,-1,0,unknown,no
27,blue-collar,single,primary,no,540,no,no,cellular,6,feb,1,-1,0,unknown,no
32,management,single,tertiary,no,2770,no,no,telephone,6,feb,9,-1,0,unknown,no
35,management,single,secondary,no,6809,yes,no,telephone,6,feb,8,273,7,failure,no
48,unemployed,single,unknown,no,11298,yes,no,cellular,9,feb,2,-1,0,unknown,no
38,blue-collar,single,primary,no,2198,no,no,cellular,9,feb,2,-1,0,unknown,no
66,retired,married,primary,no,206,no,no,cellular,9,feb,1,-1,0,unknown,yes
54,management,married,secondary,no,2895,yes,no,cellular,9,feb,2,256,1,failure,no
33,blue-collar,married,secondary,no,93,no,no,telephone,9,feb,5,-1,0,unknown,no
53,management,married,tertiary,no,8627,no,no,cellular,10,feb,1,-1,0,unknown,no
42,technician,married,tertiary,no,757,no,no,cellular,10,feb,1,-1,0,unknown,yes
44,technician,married,secondary,no,2981,yes,yes,cellular,10,feb,2,-1,0,unknown,no
54,management,divorced,tertiary,no,26306,yes,no,cellular,11,feb,1,84,3,failure,no
85,retired,married,primary,no,12114,no,no,telephone,12,feb,2,-1,0,unknown,yes
33,management,single,tertiary,no,3552,no,no,cellular,13,feb,2,85,3,failure,yes
26,admin.,single,secondary,no,827,yes,no,cellular,17,feb,1,-1,0,unknown,no
75,retired,married,primary,no,358,no,no,cellular,17,feb,11,-1,0,unknown,yes
37,admin.,married,secondary,no,3427,no,no,cellular,27,feb,1,-1,0,unknown,no
25,student,single,secondary,no,1116,yes,no,cellular,2,mar,3,-1,0,unknown,no
26,management,single,secondary,no,651,no,yes,cellular,5,mar,1,-1,0,unknown,no
28,technician,single,secondary,no,6551,no,no,cellular,10,mar,1,-1,0,unknown,no
37,unemployed,single,tertiary,no,1316,yes,no,cellular,10,mar,2,112,3,failure,yes
70,retired,married,unknown,no,1236,no,no,cellular,12,mar,4,-1,0,unknown,no
36,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,16,mar,4,-1,0,unknown,yes
35,admin.,married,secondary,no,2,yes,no,cellular,18,mar,1,-1,0,unknown,yes
41,management,divorced,tertiary,no,25,yes,yes,cellular,26,mar,2,-1,0,unknown,yes
38,admin.,married,tertiary,no,1988,no,no,cellular,27,mar,2,130,2,failure,yes
46,management,divorced,tertiary,no,10469,yes,no,cellular,1,apr,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,398,yes,yes,cellular,1,apr,1,238,2,failure,no
35,technician,married,secondary,no,0,no,no,cellular,1,apr,1,303,1,other,no
54,retired,married,primary,no,136,yes,no,cellular,3,apr,1,332,2,failure,no
54,entrepreneur,single,tertiary,no,5417,yes,no,cellular,3,apr,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,1756,yes,no,cellular,3,apr,1,-1,0,unknown,yes
44,services,single,secondary,no,862,yes,no,cellular,3,apr,2,-1,0,unknown,no
46,services,divorced,secondary,no,350,yes,no,cellular,3,apr,1,-1,0,unknown,no
54,entrepreneur,divorced,unknown,no,4736,yes,no,telephone,6,apr,6,307,5,failure,yes
35,technician,married,secondary,no,5553,yes,no,cellular,6,apr,3,136,7,failure,no
46,admin.,single,secondary,no,757,yes,yes,cellular,6,apr,3,256,3,failure,no
32,blue-collar,married,secondary,no,897,yes,no,cellular,7,apr,3,322,2,failure,no
53,blue-collar,married,primary,no,53,yes,no,cellular,7,apr,1,140,1,failure,no
34,unemployed,married,secondary,no,428,yes,no,cellular,7,apr,2,267,3,other,no
50,management,married,unknown,no,5043,yes,yes,cellular,8,apr,1,-1,0,unknown,no
31,management,single,secondary,no,1088,yes,no,cellular,8,apr,2,-1,0,unknown,yes
38,blue-collar,married,secondary,no,13849,yes,no,cellular,9,apr,4,321,5,failure,no
39,technician,married,secondary,no,6533,yes,no,cellular,9,apr,1,-1,0,unknown,no
49,admin.,married,secondary,no,909,yes,no,cellular,9,apr,1,-1,0,unknown,no
59,admin.,married,secondary,no,817,no,no,cellular,9,apr,1,-1,0,unknown,no
29,blue-collar,single,secondary,no,314,yes,no,cellular,9,apr,1,316,2,other,no
36,admin.,married,secondary,no,3268,no,no,cellular,9,apr,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,177,yes,no,cellular,9,apr,2,332,3,failure,no
31,blue-collar,single,secondary,no,501,yes,no,cellular,9,apr,1,-1,0,unknown,no
45,admin.,single,secondary,no,946,yes,no,cellular,13,apr,3,143,6,failure,no
49,blue-collar,single,secondary,no,8982,yes,no,cellular,13,apr,2,334,1,failure,no
34,management,married,tertiary,no,1116,yes,no,cellular,13,apr,1,262,5,failure,no
35,management,single,tertiary,no,1599,yes,yes,cellular,13,apr,1,-1,0,unknown,yes
26,management,single,tertiary,no,-3,no,no,cellular,13,apr,2,-1,0,unknown,yes
30,blue-collar,married,primary,no,-93,yes,no,cellular,13,apr,4,-1,0,unknown,no
32,blue-collar,married,secondary,no,180,yes,no,cellular,14,apr,1,334,1,other,no
54,housemaid,married,unknown,no,0,no,no,cellular,14,apr,5,145,3,other,no
29,unemployed,single,secondary,no,25,no,no,cellular,14,apr,2,-1,0,unknown,yes
59,blue-collar,married,secondary,no,681,yes,no,telephone,14,apr,2,-1,0,unknown,no
52,services,married,secondary,no,2904,yes,no,cellular,15,apr,6,272,3,failure,no
33,management,married,secondary,no,336,no,no,cellular,15,apr,3,-1,0,unknown,yes
46,management,married,secondary,no,4105,yes,no,cellular,15,apr,3,258,2,failure,no
29,management,married,tertiary,no,5698,no,no,cellular,15,apr,1,264,1,failure,no
40,technician,married,tertiary,no,677,yes,no,cellular,15,apr,3,-1,0,unknown,no
35,management,divorced,tertiary,no,26,no,no,cellular,16,apr,2,-1,0,unknown,yes
33,services,married,secondary,no,1397,yes,no,cellular,16,apr,1,146,3,failure,no
31,blue-collar,married,secondary,no,382,yes,no,cellular,16,apr,2,-1,0,unknown,no
28,blue-collar,married,primary,no,5542,yes,no,cellular,16,apr,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,2669,yes,no,cellular,16,apr,1,-1,0,unknown,no
20,blue-collar,single,secondary,no,423,yes,no,cellular,16,apr,1,-1,0,unknown,yes
29,blue-collar,married,primary,no,10045,yes,no,cellular,16,apr,1,322,4,failure,no
33,self-employed,single,tertiary,no,1354,yes,no,cellular,16,apr,1,147,2,failure,no
55,management,single,unknown,no,111,no,no,cellular,16,apr,1,-1,0,unknown,no
38,blue-collar,married,primary,no,1576,yes,no,cellular,16,apr,1,328,2,other,no
